Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-006	189-191	12	μήτηρ	head	7	11	
0085-006	189-191	14	οὐδαμῶς	relation	ADV	AuxZ	
0085-006	189-191	17	παισὶ	postag	n-p---cd-	n-p---md-	
0085-006	192-194	1	ἐγὼ	postag	p1s---cn-	p-s---fn-	
0085-006	192-194	2	δ’	postag	d--------	g--------	
0085-006	192-194	4	μὲν	postag	d--------	g--------	
0085-006	192-194	6	τάδ’	relation	OBJ	OBJ_AP	
0085-006	192-194	6	τάδ’	head	7	8	
0085-006	192-194	8	,	relation	AuxX	APOS	
0085-006	192-194	8	,	head	0	7	
0085-006	192-194	9	εἶναι	relation	APOS	OBJ_AP	
0085-006	192-194	9	εἶναι	head	6	8	
0085-006	192-194	11	ἀγλάισμά	lemma	ἀγλάϊσμα	ἀγλάισμα	
0085-006	192-194	12	μοι	postag	p1s---cd-	p-s---fd-	
0085-006	192-194	14	φιλτάτου	lemma	φίλος	φίλτατος	
0085-006	192-194	14	φιλτάτου	postag	a-s---mgs	a-s---mg-	
0085-006	192-194	19	δ’	postag	b--------	g--------	
0085-006	192-194	23	[0]	lemma	_	/	
0085-006	194	3	[0]	lemma	_	/	
0085-006	201-203	3	μὲν	postag	d--------	g--------	
0085-006	201-203	8	οἵοισιν	postag	p-p---md-	a-p---md-	
0085-006	203-204	2	δὲ	postag	d--------	g--------	
0085-006	203-204	8	γένοιτ’	postag	v3saom---	v3sao----	
0085-006	203-204	9	ἂν	postag	d--------	g--------	
0085-006	205-208	1	καὶ	postag	d--------	c--------	
0085-006	205-208	2	μὴν	postag	d--------	g--------	
0085-006	205-208	2	μὴν	head	31	1	
0085-006	205-208	3	στίβοι	relation	SBJ	SBJ_AP	
0085-006	205-208	3	στίβοι	head	31	5	
0085-006	205-208	4	γε	postag	d--------	g--------	
0085-006	205-208	5	,	relation	AuxX	APOS	
0085-006	205-208	5	,	head	0	31	
0085-006	205-208	7	τεκμήριον	relation	APOS	SBJ_AP	
0085-006	205-208	7	τεκμήριον	head	3	5	
0085-006	205-208	8	,	head	3	5	
0085-006	205-208	10	ὅμοιοι	lemma	ὅμοιος	ὁμοῖος	
0085-006	205-208	12	τ’	postag	b--------	g--------	
0085-006	205-208	16	καὶ	postag	d--------	c--------	
0085-006	205-208	17	γὰρ	postag	d--------	g--------	
0085-006	205-208	25	τ’	postag	b--------	g--------	
0085-006	205-208	26	ἐκείνου	postag	p-s---mg-	a-s---mg-	
0085-006	205-208	27	καὶ	postag	b--------	c--------	
0085-006	205-208	29	τινός	postag	p-s---cg-	p-s----g-	
0085-006	205-208	31	[0]	lemma	_	/	
0085-006	209-210	3	θ’	postag	b--------	g--------	
0085-006	209-210	7	ταὐτὸ	postag	p-s---na-	a-s---na-	
0085-006	211	1	πάρεστι	relation	PRED	PRED_CO	
0085-006	211	1	πάρεστι	head	0	2	
0085-006	211	2	δ’	postag	d--------	g--------	
0085-006	211	2	δ’	relation	AuxY	COORD	
0085-006	211	2	δ’	head	1	0	
0085-006	211	4	καὶ	postag	b--------	c--------	
0085-006	214	8	[0]	lemma	_	/	
0085-006	215	4	ὧνπερ	lemma	ὅσπερ	ὅς	
0085-006	216	1	καὶ	postag	d--------	c--------	
0085-006	216	2	τίνα	postag	p-s---ca-	p-p---ma-	
0085-006	216	4	μοι	postag	p1s---cd-	p-s---fd-	
0085-006	216	5	καλουμένῃ	relation	ADV	ATV	
0085-006	217	4	σ’	postag	p2s---ca-	p-s---fa-	
0085-006	217	5	ἐκπαγλουμένην	relation	ADV	ATV	
0085-006	218	1	καὶ	postag	d--------	c--------	
0085-006	218	4	δῆτα	head	5	1	
0085-006	219	1	μὴ	postag	d--------	c--------	
0085-006	219	3	ἐμοῦ	postag	p1s---cg-	p-s---mg-	
0085-006	219	4	μᾶλλον	lemma	μάλα	μᾶλλον	
0085-006	219	4	μᾶλλον	postag	d-------c	d--------	
0085-006	219	4	μᾶλλον	relation	ADV	AuxZ	
0085-006	220	4	τιν’	postag	p-s---ca-	p-s---ma-	
0085-006	220	7	ξέν’	postag	a-s---mv-	n-s---mv-	
0085-006	220	10	μοι	postag	p1s---cd-	p-s---fd-	
0085-006	221	1	αὐτὸς	postag	p-s---mn-	a-s---mn-	
0085-006	221	1	αὐτὸς	relation	ADV	AtvV	
0085-006	221	3	αὑτοῦ	postag	p-s---mg-	a-s---mg-	
0085-006	221	4	τἄρα	postag	d--------	g--------	
0085-006	223	4	ἄρ’	postag	d--------	g--------	
0085-006	223	8	γε	postag	d--------	g--------	
0085-006	223	11	[0]	lemma	_	/	
0085-006	223	12	[1]	lemma	_	/	
0085-006	224	1	ὡς	postag	c--------	d--------	
0085-006	224	5	σ’	postag	p2s---ca-	p-s---ma-	
0085-006	224	6	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-006	224	9	[2]	lemma	_	/	
0085-006	225	1	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-006	225	1	αὐτὸν	relation	ADV	AtvV	
0085-006	225	2	μὲν	postag	d--------	g--------	
0085-006	225	3	οὖν	postag	d--------	g--------	
0085-006	225	3	οὖν	relation	AuxY	AuxZ	
0085-006	225	3	οὖν	head	5	2	
0085-006	225	6	ἐμέ	postag	p1s---ca-	p-s---ma-	
0085-006	226-227	2	δ’	postag	d--------	g--------	
0085-006	226-227	3	ἰδοῦσα	lemma	ὁράω	εἶδον	
0085-006	226-227	8	τ’	postag	b--------	g--------	
0085-006	226-227	16	ἐμέ	postag	p1s---ca-	p-s---ma-	
0085-006	226-227	18	[0]	lemma	_	/	
0085-006	230-229	1	σκέψαι	postag	v2samm---	v2same---	
0085-006	230-229	6	σαυτῆς	postag	p2s---fg-	p-s---fg-	
0085-006	230-229	8	σύμμετρον	relation	ADV	ATV	
0085-006	231-232	1	ἰδοῦ	lemma	ὁράω	εἶδον	
0085-006	231-232	1	ἰδοῦ	relation	PRED	PRED_CO	
0085-006	231-232	1	ἰδοῦ	head	0	2	
0085-006	231-232	2	δ’	postag	d--------	g--------	
0085-006	231-232	2	δ’	relation	AuxY	COORD	
0085-006	231-232	2	δ’	head	1	0	
0085-006	231-232	3	ὕφασμα	relation	OBJ_CO	OBJ_AP_CO	
0085-006	231-232	3	ὕφασμα	head	13	5	
0085-006	231-232	4	τοῦτο	postag	p-s---na-	a-s---na-	
0085-006	231-232	5	,	relation	AuxX	APOS	
0085-006	231-232	5	,	head	0	13	
0085-006	231-232	7	ἔργον	relation	APOS	OBJ_AP_CO	
0085-006	231-232	7	ἔργον	head	3	5	
0085-006	231-232	11	τε	postag	b--------	g--------	
0085-006	231-232	13	ἠδὲ	postag	b--------	c--------	
0085-006	234	3	γὰρ	postag	d--------	g--------	
0085-006	234	5	νῷν	postag	p1d---cg-	p-d---mg-	
0085-006	234	6	ὄντας	relation	ADV	ATV	
0085-006	235-237	3	μέλημα	lemma	μέλημα	μ́λημα	
0085-006	235-237	3	μέλημα	relation	ExD	ExD_AP	
0085-006	235-237	3	μέλημα	head	15	6	
0085-006	235-237	6	,	relation	AuxX	APOS	
0085-006	235-237	6	,	head	0	15	
0085-006	235-237	8	ἐλπὶς	relation	APOS	ExD_AP	
0085-006	235-237	8	ἐλπὶς	head	3	6	
0085-006	235-237	11	,	head	3	6	
0085-006	238-239	4	τέσσαρας	postag	m-p---fa-	n-p---fa-	
0085-006	238-239	7	ἐμοί	postag	p1s---cd-	p-s---fd-	
0085-006	238-239	9	[0]	lemma	_	/	
0085-006	239-241	2	δ’	postag	d--------	g--------	
0085-006	239-241	4	ἀναγκαίως	relation	ADV	OBJ	
0085-006	239-241	7	τε	postag	b--------	g--------	
0085-006	239-241	8	,	relation	AuxX	AuxY	
0085-006	239-241	9	καὶ	postag	b--------	c--------	
0085-006	239-241	13	σέ	postag	p2s---ca-	p-s----a-	
0085-006	239-241	14	μοι	postag	p1s---cd-	p-s---fd-	
0085-006	241	1	ἡ	postag	l-s---fn-	p-s---fn-	
0085-006	241	2	δὲ	postag	d--------	g--------	
0085-006	242	1	καὶ	postag	d--------	c--------	
0085-006	242	1	καὶ	relation	AuxY	COORD	
0085-006	242	1	καὶ	head	5	7	
0085-006	242	5	ὁμοσπόρου	relation	ATR	ATR_CO	
0085-006	242	5	ὁμοσπόρου	head	7	1	
0085-006	242	7	[0]	lemma	_	/	
0085-006	242	8	[1]	lemma	_	/	
0085-006	243-244	2	δ’	postag	d--------	g--------	
0085-006	243-244	2	δ’	relation	AuxY	COORD	
0085-006	243-244	2	δ’	head	4	0	
0085-006	243-244	4	ἦσθ’	relation	PRED	PRED_CO	
0085-006	243-244	4	ἦσθ’	head	0	2	
0085-006	243-244	6	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-006	243-244	9	μόνος	relation	ADV	AtvV	
0085-006	244-245	1	κράτος	form	κράτος	Κράτος	
0085-006	244-245	2	τε	postag	b--------	g--------	
0085-006	244-245	3	καὶ	postag	b--------	c--------	
0085-006	244-245	4	δίκη	form	δίκη	Δίκη	
0085-006	244-245	12	σοι	postag	p2s---cd-	p-s---md-	
0085-006	246	1	Ζεῦ	relation	MWE	AuxY	
0085-006	247-249	1	ἰδοῦ	lemma	ὁράω	εἶδον	
0085-006	247-249	2	δὲ	postag	d--------	g--------	
0085-006	247-249	4	εὖνιν	relation	ADV	ATV	
0085-006	247-249	8	θανόντος	lemma	θνῄσκω	θνήσκω	
0085-006	247-249	11	καὶ	postag	b--------	c--------	
0085-006	249-250	2	δ’	postag	d--------	g--------	
0085-006	249-250	2	δ’	relation	AuxY	COORD	
0085-006	249-250	2	δ’	head	5	0	
0085-006	249-250	3	ἀπωρφανισμένους	lemma	ἀπορφανίζω	ἀπορφανίζομαι	
0085-006	249-250	4	νῆστις	postag	a-s---mn-	n-s---mn-	
0085-006	249-250	5	πιέζει	relation	PRED	PRED_CO	
0085-006	249-250	5	πιέζει	head	0	2	
0085-006	250-251	2	γὰρ	postag	d--------	g--------	
0085-006	250-251	9	[0]	lemma	_	/	
0085-006	252-254	2	δὲ	postag	d--------	g--------	
0085-006	252-254	2	δὲ	relation	AuxY	COORD	
0085-006	252-254	2	δὲ	head	11	0	
0085-006	252-254	3	κἀμὲ	postag	p1s---ca-	p-s---ma-	
0085-006	252-254	3	κἀμὲ	relation	OBJ_CO	OBJ_AP_CO	
0085-006	252-254	4	τήνδε	relation	OBJ_CO	OBJ_AP_CO	
0085-006	252-254	5	τ’	postag	b--------	g--------	
0085-006	252-254	5	τ’	head	10	13	
0085-006	252-254	8	λέγω	relation	ExD	PRED_PA	
0085-006	252-254	10	ἰδεῖν	lemma	ὁράω	εἶδον	
0085-006	252-254	11	πάρεστί	relation	PRED	PRED_CO	
0085-006	252-254	11	πάρεστί	head	0	2	
0085-006	252-254	12	σοι	postag	p2s---cd-	p-s---md-	
0085-006	252-254	13	,	relation	AuxX	APOS	
0085-006	252-254	13	,	head	0	10	
0085-006	252-254	15	γόνον	relation	APOS	OBJ_AP	
0085-006	252-254	15	γόνον	head	5	13	
0085-006	252-254	16	,	head	5	13	
0085-006	252-254	19	ἔχοντε	relation	ADV	ATV	
0085-006	252-254	19	ἔχοντε	head	5	13	
0085-006	252-254	21	αὐτὴν	postag	p-s---fa-	a-s---fa-	
0085-006	255-257	1	καὶ	postag	d--------	c--------	
0085-006	255-257	4	καί	postag	b--------	c--------	
0085-006	255-257	5	σε	postag	p2s---ca-	p-s---ma-	
0085-006	255-257	14	ὁμοίας	lemma	ὅμοιος	ὁμοῖος	
0085-006	258-259	2	τ’	postag	b--------	g--------	
0085-006	258-259	10	ἂν	postag	d--------	g--------	
0085-006	260-261	2	τ’	postag	b--------	g--------	
0085-006	260-261	2	τ’	relation	AuxY	COORD	
0085-006	260-261	2	τ’	head	10	0	
0085-006	260-261	4	σοι	postag	p2s---cd-	p-s----d-	
0085-006	260-261	5	πᾶς	relation	ADV	AtvV	
0085-006	260-261	10	ἀρήξει	relation	PRED	PRED_CO	
0085-006	260-261	10	ἀρήξει	head	0	2	
0085-006	262-263	5	δ’	postag	b--------	g--------	
0085-006	262-263	6	ἂν	postag	d--------	g--------	
0085-006	262-263	8	μέγαν	relation	ADV	ATV	
0085-006	262-263	12	κάρτα	relation	ADV	AuxZ	
0085-006	264-267	2	παῖδες	postag	n-p---cv-	n-p---mv-	
0085-006	264-267	2	παῖδες	relation	ExD	ExD_AP	
0085-006	264-267	2	παῖδες	head	9	3	
0085-006	264-267	3	,	relation	AuxX	APOS	
0085-006	264-267	3	,	head	0	9	
0085-006	264-267	5	σωτῆρες	relation	APOS	ExD_AP	
0085-006	264-267	5	σωτῆρες	head	2	3	
0085-006	264-267	8	,	head	2	3	
0085-006	264-267	12	μὴ	postag	d--------	c--------	
0085-006	264-267	14	τις	postag	p-s---cn-	p-s---mn-	
0085-006	264-267	20	χάριν	lemma	χάριν	χάρις	
0085-006	264-267	20	χάριν	postag	r--------	n-s---fa-	
0085-006	264-267	21	δὲ	postag	b--------	g--------	
0085-006	267-268	2	ἴδοιμ’	lemma	ὁράω	εἶδον	
0085-006	267-268	3	ἐγώ	postag	p1s---cn-	p-s---fn-	
0085-006	267-268	4	ποτε	postag	d--------	g--------	
0085-006	267-268	4	ποτε	relation	ADV	AuxY	
0085-006	267-268	5	θανόντας	lemma	θνῄσκω	θνήσκω	
0085-006	267-268	5	θανόντας	relation	ADV	ATV	
0085-006	269-273	13	καὶ	postag	b--------	c--------	
0085-006	269-273	22	μὴ	postag	d--------	g--------	
0085-006	269-273	23	μέτειμι	lemma	μετέρχομαι	μέτειμι	
0085-006	269-273	25	πατρὸς	relation	ADV	ATR	
0085-006	274-275	3	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-006	274-275	11	[0]	lemma	_	/	
0085-006	276-277	1	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-006	276-277	1	αὐτὸν	relation	ADV	ATV	
0085-006	276-277	2	δ’	postag	d--------	g--------	
0085-006	276-277	9	μ’	postag	p1s---ca-	p-s---ma-	
0085-006	278-281	2	μὲν	postag	d--------	g--------	
0085-006	278-281	3	γὰρ	postag	d--------	g--------	
0085-006	278-281	10	εἶπε	lemma	λέγω	εἶπον	
0085-006	278-281	13	δ’	postag	b--------	g--------	
0085-006	278-281	15	νόσους	relation	OBJ	OBJ_AP	
0085-006	278-281	15	νόσους	head	14	16	
0085-006	278-281	16	,	relation	AuxX	APOS	
0085-006	278-281	16	,	head	0	14	
0085-006	278-281	21	λειχῆνας	relation	APOS	OBJ_AP	
0085-006	278-281	21	λειχῆνας	head	15	16	
0085-006	282	2	δὲ	postag	d--------	g--------	
0085-006	282	2	δὲ	relation	AuxY	COORD	
0085-006	282	2	δὲ	head	8	0	
0085-006	282	8	[0]	lemma	_	/	
0085-006	282	8	[0]	relation	PRED	PRED_CO	
0085-006	282	8	[0]	head	0	2	
0085-006	283-284	1	ἄλλας	postag	p-p---fa-	a-p---fa-	
0085-006	283-284	2	τ’	postag	b--------	g--------	
0085-006	283-284	2	τ’	relation	AuxY	COORD	
0085-006	283-284	2	τ’	head	3	0	
0085-006	283-284	3	ἐφώνει	relation	PRED	PRED_CO	
0085-006	283-284	3	ἐφώνει	head	0	2	
0085-006	285-290	2	γὰρ	postag	d--------	g--------	
0085-006	285-290	13	καὶ	postag	b--------	c--------	
0085-006	285-290	15	καὶ	postag	b--------	c--------	
0085-006	285-290	21	λαμπρὸν	relation	ADV	AtvV	
0085-006	285-290	30	καὶ	postag	d--------	c--------	
0085-006	291-294	1	καὶ	postag	d--------	c--------	
0085-006	291-294	1	καὶ	relation	AuxY	COORD	
0085-006	291-294	1	καὶ	head	23	0	
0085-006	291-294	3	τοιούτοις	postag	p-p---md-	a-p---md-	
0085-006	291-294	5	τε	postag	b--------	g--------	
0085-006	291-294	5	τε	relation	AuxY	AuxX	
0085-006	291-294	16	τ’	postag	b--------	g--------	
0085-006	291-294	23	[0]	lemma	_	/	
0085-006	291-294	23	[0]	relation	PRED	PRED_CO	
0085-006	291-294	23	[0]	head	0	1	
0085-006	294	2	δ’	postag	d--------	g--------	
0085-006	294	2	δ’	relation	AuxY	COORD	
0085-006	294	2	δ’	head	8	0	
0085-006	294	3	οὔ	postag	b--------	d--------	
0085-006	294	3	οὔ	relation	AuxY	AuxZ	
0085-006	294	4	τε	postag	b--------	g--------	
0085-006	294	6	τινά	postag	p-s---ca-	p-s---ma-	
0085-006	294	8	[0]	lemma	_	/	
0085-006	294	8	[0]	relation	PRED	PRED_CO	
0085-006	294	8	[0]	head	0	2	
0085-006	295-296	2	δ’	postag	d--------	g--------	
0085-006	295-296	3	ἄτιμον	relation	ADV_CO	AtvV_CO	
0085-006	295-296	4	κἄφιλον	relation	ADV_CO	AtvV_CO	
0085-006	295-296	5	θνῄσκειν	lemma	θνῄσκω	θνήσκω	
0085-006	295-296	12	[0]	lemma	_	/	
0085-006	297	3	ἆρα	postag	d--------	p--------	
0085-006	298	2	μὴ	postag	d--------	g--------	
0085-006	298	7	ἐργαστέον	lemma	ἐργάζομαι	ἐργαστέος	
0085-006	298	7	ἐργαστέον	postag	v-s-g-nn-	a-s---nn-	
0085-006	299-304	2	γὰρ	postag	d--------	g--------	
0085-006	299-304	4	ἓν	lemma	εἷς	εἴς	
0085-006	299-304	4	ἓν	postag	m-s---na-	n-s---na-	
0085-006	299-304	5	συμπίτνουσιν	lemma	συμπίπτω	συμπίτνω	
0085-006	299-304	6	ἵμεροι	relation	SBJ	SBJ_AP	
0085-006	299-304	6	ἵμεροι	head	5	7	
0085-006	299-304	7	,	relation	AuxX	APOS	
0085-006	299-304	7	,	head	0	5	
0085-006	299-304	9	τ’	postag	b--------	g--------	
0085-006	299-304	10	ἐφετμαὶ	relation	APOS_CO	SBJ_AP_CO	
0085-006	299-304	11	καὶ	postag	b--------	c--------	
0085-006	299-304	11	καὶ	head	6	7	
0085-006	299-304	13	πένθος	relation	APOS_CO	SBJ_AP_CO	
0085-006	299-304	16	καὶ	postag	b--------	c--------	
0085-006	299-304	17	πρὸς	postag	d--------	r--------	
0085-006	299-304	17	πρὸς	relation	ADV	AuxY	
0085-006	299-304	23	μὴ	postag	d--------	c--------	
0085-006	299-304	24	πολίτας	postag	n-p---ma-	n-s---mn-	
0085-006	305	2	γὰρ	postag	d--------	g--------	
0085-006	305	5	[0]	lemma	_	/	
0085-006	305	2	δὲ	postag	d--------	g--------	
0085-006	305	2	δὲ	relation	AuxY	COORD	
0085-006	305	2	δὲ	head	6	0	
0085-006	305	3	μή	postag	d--------	c--------	
0085-006	305	4	,	relation	AuxX	AuxC	
0085-006	305	6	εἴσεται	relation	PRED	PRED_CO	
0085-006	305	6	εἴσεται	head	0	2	
0085-006	305	8	[0]	lemma	_	/	
0085-006	306-308	4	μοῖραι	form	μοῖραι	Μοῖραι	
0085-006	306-308	6	Διόθεν	lemma	Ζεύς	Διόθεν	
0085-006	309-310	2	μὲν	postag	d--------	g--------	
0085-006	310-311	3	δίκη	form	δίκη	Δίκη	
0085-006	312-313	2	δὲ	postag	d--------	g--------	
0085-006	312-313	2	δὲ	relation	AuxY	COORD	
0085-006	312-313	2	δὲ	head	7	0	
0085-006	312-313	7	τινέτω	relation	PRED	PRED_CO	
0085-006	312-313	7	τινέτω	head	0	2	
0085-006	313-314	3	,	relation	AuxX	APOS	
0085-006	313-314	3	,	head	0	7	
0085-006	313-314	6	τάδε	relation	OBJ	OBJ_AP	
0085-006	313-314	6	τάδε	head	7	3	
0085-006	313-314	9	[0]	lemma	_	/	
0085-006	313-314	9	[0]	relation	APOS	OBJ_AP	
0085-006	313-314	9	[0]	head	6	3	
0085-006	320-322	2	δ’	postag	d--------	g--------	
0085-006	320-322	3	ὁμοίως	relation	ADV	AuxY	
0085-006	323-326	5	θανόντος	lemma	θνῄσκω	θνήσκω	
0085-006	323-326	14	δ’	postag	b--------	g--------	
0085-006	323-326	15	ὕστερον	lemma	ὕστερος	ὕστερον	
0085-006	323-326	15	ὕστερον	postag	d-------c	n-s---na-	
0085-006	327-328	2	δ’	postag	d--------	g--------	
0085-006	327-328	4	θνῄσκων	lemma	θνῄσκω	θνήσκω	
0085-006	327-328	7	δ’	postag	b--------	g--------	
0085-006	329-331	1	πατέρων	relation	ATR_CO	ATR	
0085-006	329-331	2	τε	postag	b--------	g--------	
0085-006	329-331	3	καὶ	postag	b--------	c--------	
0085-006	329-331	4	τεκόντων	relation	ATR_CO	ATR	
0085-006	329-331	10	ἀμφιλαφής	relation	ADV	AtvV	
0085-006	332-333	2	νυν	lemma	νυν	νῦν	
0085-006	332-333	5	πάτερ	lemma	πατήρ	πάτηρ	
0085-006	334-335	2	τοί	postag	d--------	g--------	
0085-006	334-335	3	σ’	postag	p2s---ca-	p-s---ma-	
0085-006	336-337	2	δ’	postag	d--------	g--------	
0085-006	336-337	2	δ’	relation	AuxY	COORD	
0085-006	336-337	2	δ’	head	4	0	
0085-006	336-337	3	ἱκέτας	relation	ADV_CO	AtvV_CO	
0085-006	336-337	4	δέδεκται	relation	PRED	PRED_CO	
0085-006	336-337	4	δέδεκται	head	0	2	
0085-006	336-337	5	φυγάδας	relation	ADV_CO	AtvV_CO	
0085-006	336-337	6	θ’	postag	b--------	g--------	
0085-006	336-337	7	ὁμοίως	relation	ADV	AuxZ	
0085-006	338	6	δ’	postag	b--------	g--------	
0085-006	338	10	[0]	lemma	_	/	
0085-006	338	11	[1]	lemma	_	/	
0085-006	339	5	[0]	lemma	_	/	
0085-006	340-341	3	ἂν	postag	d--------	g--------	
0085-006	342-344	2	δὲ	postag	d--------	g--------	
0085-006	342-344	5	παιὰν	lemma	παιάν	Παιάν	
0085-006	342-344	8	βασιλείοις	lemma	βασίλειος	βασίλειον	
0085-006	342-344	8	βασιλείοις	postag	a-p---nd-	n-p---nd-	
0085-006	345-347	1	εἰ	postag	d--------	c--------	
0085-006	345-347	2	γὰρ	postag	d--------	g--------	
0085-006	345-347	4	Ἰλίῳ	postag	a-s---fd-	n-s---fd-	
0085-006	345-347	6	τινος	postag	p-s---cg-	p-s----g-	
0085-006	345-347	11	δορίτμητος	relation	ADV	AtvV	
0085-006	348-353	2	ἂν	postag	d--------	g--------	
0085-006	348-353	7	τ’	postag	b--------	g--------	
0085-006	348-353	14	ἂν	postag	d--------	g--------	
0085-006	354-359	6	θανοῦσιν	lemma	θνῄσκω	θνήσκω	
0085-006	354-359	14	τε	postag	b--------	g--------	
0085-006	354-359	21	[0]	lemma	_	/	
0085-006	360-362	2	γὰρ	postag	d--------	g--------	
0085-006	360-362	13	τε	postag	b--------	g--------	
0085-006	363-366	1	μη	postag	d--------	g--------	
0085-006	363-366	2	δ’	postag	d--------	g--------	
0085-006	363-366	2	δ’	relation	AuxY	AuxZ	
0085-006	363-366	11	ἄλλῳ	postag	p-s---md-	a-s---md-	
0085-006	367-371	1	πάρος	relation	ADV	AuxY	
0085-006	367-371	2	δ’	postag	d--------	g--------	
0085-006	367-371	3	οἱ	postag	p3s---cd-	p-s---md-	
0085-006	367-371	13	τινὰ	postag	p-s---ca-	p-s---ma-	
0085-006	367-371	16	πόνων	relation	ADV	ATR	
0085-006	372-374	1	ταῦτα	postag	p-p---nn-	a-p---nn-	
0085-006	372-374	2	μέν	postag	d--------	g--------	
0085-006	372-374	5	παῖ	postag	n-s---cv-	n-s---fv-	
0085-006	372-374	7	κρείσσονα	lemma	κρατύς	κρείσσων	
0085-006	372-374	11	δὲ	postag	b--------	g--------	
0085-006	372-374	13	καὶ	postag	d--------	c--------	
0085-006	372-374	14	ὑπερβορέου	lemma	Ὑπερβόρεος	ὑπερβόρεος	
0085-006	372-374	18	[0]	lemma	_	/	
0085-006	372-374	18	[0]	relation	PRED_CO	PRED	
0085-006	374	2	γάρ	postag	d--------	g--------	
0085-006	375-376	3	γὰρ	postag	d--------	g--------	
0085-006	376-378	1	τῶν	postag	l-p---mg-	p-p---mg-	
0085-006	376-378	2	μὲν	postag	d--------	g--------	
0085-006	376-378	9	δὲ	postag	b--------	g--------	
0085-006	376-378	15	τούτων	postag	p-p---mg-	a-p---mg-	
0085-006	376-378	17	[0]	lemma	_	/	
0085-006	376-378	18	[1]	lemma	_	/	
0085-006	379	1	παισὶ	postag	n-p---cd-	n-p---md-	
0085-006	379	2	δὲ	postag	d--------	g--------	
0085-006	379	3	μᾶλλον	lemma	μάλα	μᾶλλον	
0085-006	379	3	μᾶλλον	postag	d-------c	d--------	
0085-006	380-381	1	τοῦτο	postag	p-s---nn-	a-s---nn-	
0085-006	380-381	4	ἵκεθ’	postag	v3saim---	v3sai----	
0085-006	380-381	5	ἅπερ	lemma	ὅσπερ	ὅς	
0085-006	380-381	5	ἅπερ	relation	ADV	AuxC	
0085-006	380-381	5	ἅπερ	head	9	4	
0085-006	380-381	9	[0]	lemma	_	/	
0085-006	380-381	9	[0]	head	4	5	
0085-006	382-385	1	Ζεῦ	lemma	Ζεύς	ζεύς	
0085-006	382-385	1	Ζεῦ	relation	MWE	AuxY	
0085-006	382-385	2	Ζεῦ	lemma	Ζεύς	ζεύς	
0085-006	382-385	9	τλάμονι	postag	a-s---fd-	n-s---fd-	
0085-006	382-385	10	καὶ	postag	b--------	c--------	
0085-006	382-385	11	πανούργῳ	lemma	πάνουργος	πανοῦργος	
0085-006	382-385	15	δ’	postag	b--------	g--------	
0085-006	382-385	16	ὅμως	postag	d--------	c--------	
0085-006	382-385	19	[0]	lemma	_	/	
0085-006	389-390	2	γὰρ	postag	d--------	g--------	
0085-006	389-390	4	φρενὸς	lemma	φρήν	φρήγ	
0085-006	389-390	5	οἷον	postag	p-s---nn-	a-s---nn-	
0085-006	390-392	2	δὲ	postag	d--------	g--------	
0085-006	390-392	4	δριμὺς	relation	ADV	ATV	
0085-006	390-392	7	θυμὸς	relation	SBJ	SBJ_AP	
0085-006	390-392	7	θυμὸς	head	5	11	
0085-006	390-392	9	στύγος	relation	APOS	SBJ_AP	
0085-006	390-392	9	στύγος	head	7	11	
0085-006	393-396	1	καί	postag	d--------	c--------	
0085-006	393-396	2	πότ’	postag	d--------	p--------	
0085-006	393-396	3	ἂν	postag	d--------	g--------	
0085-006	393-396	10	φεῦ	relation	ExD	AuxY	
0085-006	393-396	10	φεῦ	head	8	11	
0085-006	393-396	14	δαΐξας	lemma	δαΐζω	δαίζω	
0085-006	397	1	πιστὰ	lemma	πιστός	πιστόν	
0085-006	397	1	πιστὰ	postag	a-p---nn-	n-p---nn-	
0085-006	397	2	γένοιτο	postag	v3saom---	v3sao----	
0085-006	398	2	δ’	postag	d--------	g--------	
0085-006	399	2	δὲ	postag	d--------	g--------	
0085-006	399	3	γᾶ	form	γᾶ	Γᾶ	
0085-006	399	5	τε	postag	b--------	g--------	
0085-006	400-402	3	μὲν	postag	d--------	g--------	
0085-006	400-402	9	ἄλλο	postag	p-s---na-	a-s---na-	
0085-006	400-402	13	[0]	lemma	_	/	
0085-006	402-404	2	γὰρ	postag	d--------	g--------	
0085-006	402-404	7	πρότερον	lemma	πρότερον	πρότερος	
0085-006	402-404	7	πρότερον	postag	d-------c	a-s---na-	
0085-006	405-409	1	πόποι	relation	ExD	AuxZ	
0085-006	405-409	1	πόποι	head	11	4	
0085-006	405-409	2	δὴ	postag	d--------	g--------	
0085-006	405-409	2	δὴ	relation	AuxY	AuxZ	
0085-006	405-409	6	ἴδετε	lemma	ὁράω	εἶδον	
0085-006	405-409	6	ἴδετε	relation	MWE	AuxY	
0085-006	405-409	8	ἀραὶ	form	ἀραὶ	Ἀραὶ	
0085-006	405-409	11	ἴδεσθ’	lemma	ὁράω	εἶδον	
0085-006	405-409	15	ἀμηχάνως	relation	ADV	OBJ	
0085-006	405-409	16	ἔχοντα	relation	ADV_CO	ATV_CO	
0085-006	405-409	17	καὶ	postag	b--------	c--------	
