Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-001	256-258	1	ὁρίζομαι	relation	PRED	PRED_CO	
0085-001	256-258	1	ὁρίζομαι	head	0	2	
0085-001	256-258	2	δὲ	postag	d--------	g--------	
0085-001	256-258	2	δὲ	relation	AuxY	COORD	
0085-001	256-258	2	δὲ	head	1	0	
0085-001	256-258	3	τήν	postag	l-s---fa-	p-s---fa-	
0085-001	256-258	4	τε	postag	b--------	g--------	
0085-001	256-258	5	Περραίβων	postag	n-p---mg-	---------	
0085-001	256-258	9	τε	postag	b--------	g--------	
0085-001	256-258	12	παιόνων	form	παιόνων	Παιόνων	
0085-001	256-258	16	τε	postag	b--------	g--------	
0085-001	258-259	1	συντέμνει	relation	PRED	PRED_CO	
0085-001	258-259	1	συντέμνει	head	0	2	
0085-001	258-259	2	δ’	postag	d--------	g--------	
0085-001	258-259	2	δ’	relation	AuxY	COORD	
0085-001	258-259	2	δ’	head	1	0	
0085-001	260-261	1	αὐτῆς	postag	p-s---fg-	a-s---fg-	
0085-001	260-261	2	δὲ	postag	d--------	g--------	
0085-001	260-261	2	δὲ	relation	AuxY	COORD	
0085-001	260-261	2	δὲ	head	8	0	
0085-001	260-261	4	ἀπίας	form	ἀπίας	Ἀπίας	
0085-001	260-261	8	κέκληται	relation	PRED	PRED_CO	
0085-001	260-261	8	κέκληται	head	0	2	
0085-001	260-261	11	χάριν	lemma	χάριν	χάρις	
0085-001	260-261	11	χάριν	postag	r--------	n-s---fa-	
0085-001	262-267	1	ἆπις	form	ἆπις	Ἆπις	
0085-001	262-267	1	ἆπις	relation	SBJ	SBJ_AP	
0085-001	262-267	1	ἆπις	head	12	30	
0085-001	262-267	2	γὰρ	postag	d--------	g--------	
0085-001	262-267	8	παῖς	postag	n-s---cn-	n-s---mn-	
0085-001	262-267	8	παῖς	relation	APOS	SBJ_AP	
0085-001	262-267	8	παῖς	head	1	30	
0085-001	262-267	9	Ἀπόλλωνος	lemma	Ἀπόλλων	̓ἀπόλλων	
0085-001	262-267	16	τὰ	postag	l-p---na-	p-p---na-	
0085-001	262-267	16	τὰ	relation	OBJ	OBJ_AP	
0085-001	262-267	16	τὰ	head	22	31	
0085-001	262-267	17	δὴ	postag	d--------	g--------	
0085-001	262-267	17	δὴ	relation	AuxY	AuxZ	
0085-001	262-267	23	γαῖα	lemma	γῆ	γαῖα	
0085-001	262-267	25	ἄχη	relation	APOS	OBJ_AP	
0085-001	262-267	25	ἄχη	head	16	31	
0085-001	262-267	28	ξυνοικίαν	relation	APOS	OBJ_AP	
0085-001	262-267	28	ξυνοικίαν	head	16	31	
0085-001	268-270	1	τούτων	postag	p-p---ng-	a-p---ng-	
0085-001	268-270	4	καὶ	postag	b--------	c--------	
0085-001	268-270	9	Ἀργείᾳ	lemma	Ἀργεῖος	̓ἀργεῖος	
0085-001	268-270	12	ποτ’	postag	d--------	g--------	
0085-001	268-270	13	ἀντίμισθον	relation	ADV	ATV	
0085-001	271-272	2	δ’	postag	d--------	g--------	
0085-001	271-272	5	ἐμοῦ	postag	p1s---cg-	p-s---mg-	
0085-001	271-272	8	τ’	postag	b--------	g--------	
0085-001	271-272	9	ἂν	postag	d--------	g--------	
0085-001	271-272	11	καὶ	postag	b--------	c--------	
0085-001	273	2	γε	postag	d--------	g--------	
0085-001	273	3	μὲν	postag	d--------	g--------	
0085-001	273	4	δὴ	postag	d--------	g--------	
0085-001	273	4	δὴ	relation	AuxY	AuxZ	
0085-001	273	4	δὴ	head	7	3	
0085-001	274	3	θ’	postag	b--------	g--------	
0085-001	274	7	[0]	lemma	_	/	
0085-001	274-275	1	Ἀργεῖαι	relation	PNOM	PNOM_AP	
0085-001	274-275	1	Ἀργεῖαι	head	3	4	
0085-001	274-275	4	,	relation	AuxX	APOS	
0085-001	274-275	4	,	head	0	3	
0085-001	274-275	5	σπέρματ’	relation	APOS	PNOM_AP	
0085-001	274-275	5	σπέρματ’	head	1	4	
0085-001	274-275	7	βοός	postag	n-s---cg-	n-s---fg-	
0085-001	276	1	καὶ	postag	d--------	c--------	
0085-001	276	1	καὶ	relation	AuxY	COORD	
0085-001	276	1	καὶ	head	5	0	
0085-001	276	2	ταῦτ’	postag	p-p---na-	a-p---na-	
0085-001	276	3	ἀληθῆ	relation	ADV	ATV	
0085-001	276	5	προσφύσω	relation	PRED	PRED_CO	
0085-001	276	5	προσφύσω	head	0	1	
0085-001	277-278	1	ἄπιστα	relation	OBJ	OBJ_AP	
0085-001	277-278	1	ἄπιστα	head	2	9	
0085-001	277-278	5	ξέναι	lemma	ξένος	ξένη	
0085-001	277-278	5	ξέναι	postag	a-p---fv-	n-p---fv-	
0085-001	277-278	8	ἐμοί	postag	p1s---cd-	p-s---md-	
0085-001	277-278	9	,	relation	AuxX	APOS	
0085-001	277-278	9	,	head	0	2	
0085-001	277-278	10	ὅπως	head	1	9	
0085-001	277-278	12	ὑμῖν	postag	p2p---cd-	p-p----d-	
0085-001	277-278	12	ὑμῖν	relation	PNOM	OBJ	
0085-001	277-278	13	ἐστιν	relation	APOS	OBJ_AP	
0085-001	279-280	1	λιβυστικαῖς	form	λιβυστικαῖς	Λιβυστικαῖς	
0085-001	279-280	2	γὰρ	postag	d--------	g--------	
0085-001	279-280	3	μᾶλλον	lemma	μάλα	μᾶλλον	
0085-001	279-280	3	μᾶλλον	postag	d-------c	d--------	
0085-001	279-280	3	μᾶλλον	relation	ADV	AuxZ	
0085-001	279-280	7	κοὐδαμῶς	lemma	καί	οὐδαμῶς	
0085-001	279-280	7	κοὐδαμῶς	postag	b--------	d--------	
0085-001	281-283	1	καὶ	postag	d--------	c--------	
0085-001	281-283	3	ἂν	postag	d--------	g--------	
0085-001	281-283	5	τοιοῦτον	postag	p-s---ma-	a-s---ma-	
0085-001	281-283	8	κύπριος	form	κύπριος	Κύπριος	
0085-001	281-283	10	τ’	postag	b--------	g--------	
0085-001	281-283	14	εἰκὼς	relation	ADV	ATV	
0085-001	281-283	18	ἀρσένων	postag	a-p---mg-	n-p---mg-	
0085-001	284-286	2	τ’	postag	b--------	g--------	
0085-001	284-286	2	τ’	relation	AuxY	COORD	
0085-001	284-286	2	τ’	head	3	0	
0085-001	284-286	3	ἀκούω	relation	PRED	PRED_CO	
0085-001	284-286	3	ἀκούω	head	0	2	
0085-001	284-286	12	Αἰθίοψιν	lemma	Αἰθίοψ	αἰθίοψ	
0085-001	284-286	13	ἀστυγειτονουμένας	postag	v-pppefa-	---------	
0085-001	287-289	1	καὶ	postag	d--------	c--------	
0085-001	287-289	1	καὶ	relation	AuxY	COORD	
0085-001	287-289	1	καὶ	head	14	0	
0085-001	287-289	5	τ’	postag	b--------	g--------	
0085-001	287-289	13	ἂν	postag	d--------	g--------	
0085-001	287-289	14	ᾔκασα	relation	PRED	PRED_CO	
0085-001	287-289	14	ᾔκασα	head	0	1	
0085-001	287-289	15	ὑμᾶς	postag	p2p---ca-	p-p----a-	
0085-001	287-289	17	[0]	lemma	_	/	
0085-001	289-290	2	δ’	postag	d--------	g--------	
0085-001	289-290	3	ἂν	postag	d--------	g--------	
0085-001	289-290	4	τόδ’	relation	OBJ	OBJ_AP	
0085-001	289-290	4	τόδ’	head	5	7	
0085-001	289-290	6	πλέον	lemma	πολύς	πλείων	
0085-001	289-290	7	,	relation	AuxX	APOS	
0085-001	289-290	7	,	head	0	5	
0085-001	289-290	8	ὅπως	head	4	7	
0085-001	289-290	11	τ’	postag	b--------	g--------	
0085-001	289-290	12	Ἀργεῖον	lemma	Ἀργεῖος	̓ἀργεῖος	
0085-001	289-290	16	[0]	lemma	_	/	
0085-001	289-290	16	[0]	relation	APOS	OBJ_AP	
0085-001		2	ἥρας	lemma	Ἥρα	῞Ηρα	
0085-001	293	3	μάλιστα	lemma	μάλα	μάλιστα	
0085-001	293	3	μάλιστα	postag	d-------s	d--------	
0085-001	293	3	μάλιστα	relation	ADV	AuxZ	
0085-001	293	5	καὶ	postag	b--------	c--------	
0085-001	295	1	μὴ	postag	d--------	c--------	
0085-001	295	1	μὴ	relation	AuxZ	AuxY	
0085-001	295	2	καὶ	postag	d--------	c--------	
0085-001	295	4	τις	postag	p-s---cn-	p-s---mn-	
0085-001	295	5	ζῆνα	form	ζῆνα	Ζῆνα	
0085-001	295	6	μειχθῆναι	lemma	μείγνυμι	μίγνυμι	
0085-001	295	9	[0]	lemma	_	/	
0085-001	296	2	γ’	postag	d--------	g--------	
0085-001	296	3	Ἥρας	lemma	Ἥρα	῞ἥρα	
0085-001	296	4	ταῦτα	postag	p-p---nn-	a-p---nn-	
0085-001	296	7	[0]	lemma	_	/	
0085-001	296	7	[0]	relation	PRED	PRED_CO	
0085-001	297	2	οὖν	postag	d--------	g--------	
0085-001	297	2	οὖν	relation	AuxY	AuxZ	
0085-001	297	2	οὖν	head	3	1	
0085-001	298	1	βοῦν	postag	n-s---ca-	n-s---fa-	
0085-001	298	5	Ἀργεία	lemma	Ἀργεῖος	̓ἀργεῖος	
0085-001	300	6	βοΐ	postag	n-s---cd-	n-s---fd-	
0085-001	301	8	[0]	lemma	_	/	
0085-001	302	4	ταῦτ’	postag	p-p---na-	a-p---na-	
0085-001	302	9	[0]	lemma	_	/	
0085-001	303	1	τὸν	head	4	3	
0085-001	303	3	ὁρῶντα	relation	ATR	OBJ	
0085-001	303	3	ὁρῶντα	head	4	5	
0085-001	303	4	φύλακ’	relation	OBJ	ATV	
0085-001	303	4	φύλακ’	head	5	3	
0085-001	303	6	βοΐ	postag	n-s---cd-	n-s---fd-	
0085-001	304	1	ποῖον	postag	p-s---ma-	a-s---ma-	
0085-001	305	1	Ἄργον	lemma	Ἄργος	῎ἄργος	
0085-001	305	1	Ἄργον	relation	OBJ	OBJ_AP	
0085-001	305	1	Ἄργον	head	9	2	
0085-001	305	2	,	relation	AuxX	APOS	
0085-001	305	2	,	head	0	9	
0085-001	305	4	Ἑρμῆς	lemma	Ἑρμῆς	ʽἑρμῆς	
0085-001	305	5	παῖδα	postag	n-s---ca-	n-s---ma-	
0085-001	305	5	παῖδα	relation	APOS	OBJ_AP	
0085-001	305	5	παῖδα	head	1	2	
0085-001	305	7	κατέκτανεν	head	1	2	
0085-001	305	9	[0]	lemma	_	/	
0085-001	306	2	οὖν	postag	d--------	g--------	
0085-001	306	2	οὖν	relation	AuxY	AuxZ	
0085-001	306	4	ἄλλο	postag	p-s---na-	a-s---na-	
0085-001	306	6	βοΐ	postag	a-s---cd-	a-s---fd-	
0085-001	307	5	[0]	lemma	_	/	
0085-001	308	3	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-001	308	4	οἱ	postag	l-p---mn-	p-p---mn-	
0085-001	308	6	πέλας	postag	r--------	d--------	
0085-001	309	1	τοιγάρ	postag	d--------	g--------	
0085-001	310	1	καὶ	postag	d--------	c--------	
0085-001	310	2	ταῦτ’	postag	p-p---na-	a-p---na-	
0085-001	310	6	ἐμοί	postag	p1s---cd-	p-s---md-	
0085-001	311	1	καὶ	postag	d--------	c--------	
0085-001	311	1	καὶ	relation	AuxY	COORD	
0085-001	311	1	καὶ	head	6	0	
0085-001	311	2	μὴν	postag	d--------	g--------	
0085-001	311	2	μὴν	head	6	1	
0085-001	311	3	Κάνωβον	lemma	Κάνωβος	κάνωβος	
0085-001	311	4	κἀπὶ	lemma	καί	ἐπί	
0085-001	311	4	κἀπὶ	postag	b--------	r--------	
0085-001	311	6	ἵκετο	postag	v3saim---	v3sai----	
0085-001	311	6	ἵκετο	relation	PRED	PRED_CO	
0085-001	311	6	ἵκετο	head	0	1	
0085-001	312	1	καὶ	postag	d--------	c--------	
0085-001	312	1	καὶ	relation	AuxY	COORD	
0085-001	312	1	καὶ	head	6	0	
0085-001	312	3	γ’	postag	d--------	g--------	
0085-001	312	6	φιτύει	relation	PRED	PRED_CO	
0085-001	312	6	φιτύει	head	0	1	
0085-001	313	1	τίς	postag	p-s---cn-	p-s---mn-	
0085-001	313	2	οὖν	postag	d--------	g--------	
0085-001	313	2	οὖν	relation	AuxY	AuxZ	
0085-001	313	7	βοός	postag	n-s---cg-	n-s---fg-	
0085-001	315	1	Ἔπαφος	lemma	Ἔπαφος	῎ἔπαφος	
0085-001	315	6	[0]	lemma	_	/	
0085-001	316	3	μέγιστον	postag	a-s---nas	a-s---na-	
0085-001	316	8	[0]	lemma	_	/	
0085-001	317	1	τίν’	postag	p-s---ca-	p-s---ma-	
0085-001	317	2	οὖν	postag	d--------	g--------	
0085-001	317	2	οὖν	relation	AuxY	AuxZ	
0085-001	317	3	ἔτ’	relation	ADV	AuxZ	
0085-001	317	4	ἄλλον	postag	p-s---ma-	a-s---ma-	
0085-001	318	8	[0]	lemma	_	/	
0085-001	320	5	τοῦτό	postag	p-s---na-	a-s---na-	
0085-001	320	6	μοι	postag	p1s---cd-	p-s---md-	
0085-001	321	1	Δαναός	lemma	Δαναός	δαναός	
0085-001	321	1	Δαναός	postag	a-s---mn-	n-s---mn-	
0085-001	321	4	δ’	postag	b--------	g--------	
0085-001	321	5	ἐστὶ	relation	PRED_CO	PRED	
0085-001	321	8	[0]	lemma	_	/	
0085-001	322	1	καὶ	postag	d--------	c--------	
0085-001	323	1	Αἴγυπτος	postag	n-s---fn-	n-s---mn-	
0085-001	323	3	[0]	lemma	_	/	
0085-001	323-324	1	εἰδὼς	lemma	οἶδα	εἰδοί	
0085-001	323-324	1	εἰδὼς	postag	v-srpamn-	n-p---ma-	
0085-001	323-324	2	δ’	postag	d--------	g--------	
0085-001	323-324	2	δ’	relation	AuxY	COORD	
0085-001	323-324	2	δ’	head	6	0	
0085-001	323-324	6	πράσσοις	relation	PRED	PRED_CO	
0085-001	323-324	6	πράσσοις	head	0	2	
0085-001	323-324	7	ἂν	postag	d--------	g--------	
0085-001	323-324	9	Ἀργεῖον	lemma	Ἀργεῖος	̓ἀργεῖος	
0085-001	325-326	2	δή	postag	d--------	g--------	
0085-001	325-326	3	μοι	postag	p1s---cd-	p-s---md-	
0085-001	327	1	τίς	postag	p-s---cn-	a-s---fn-	
0085-001	328	8	[0]	lemma	_	/	
0085-001	329	2	δ’	postag	d--------	g--------	
0085-001	329	3	ἴδοις	lemma	ὁράω	εἶδον	
0085-001	329	4	ἂν	postag	d--------	g--------	
0085-001	329	5	οὐδαμοῦ	lemma	οὐδαμοῦ	οὐδαμός	
0085-001	329	5	οὐδαμοῦ	postag	d--------	a-s---mg-	
0085-001	329	6	ταὐτὸν	lemma	αὐτός	ταὐτός	
0085-001	329	6	ταὐτὸν	postag	p-s---na-	a-s---na-	
0085-001	330-332	2	τίς	postag	p-s---cn-	p-s---mn-	
0085-001	330-332	16	μεταπτοιοῦσαν	postag	v-sppafa-	---------	
0085-001	330-332	20	[0]	lemma	_	/	
0085-001	335	2	μὴ	postag	d--------	c--------	
0085-001	335	2	μὴ	relation	AuxZ	AuxY	
0085-001	335	3	γένωμαι	postag	v1sasm---	v1sas----	
0085-001	335	5	Αἰγύπτου	postag	n-s---fg-	n-s---mg-	
0085-001	335	8	[0]	lemma	_	/	
0085-001	336	1	πότερα	lemma	πότερον	πότερος	
0085-001	336	1	πότερα	postag	d--------	a-p---na-	
0085-001	336	3	ἔχθραν	lemma	ἔχθρα	ἔχθρη	
0085-001	336	5	ἢ	postag	b--------	c--------	
0085-001	336	7	μὴ	postag	d--------	c--------	
0085-001	336	7	μὴ	relation	AuxZ	AuxY	
0085-001	336	11	[0]	lemma	_	/	
0085-001	336	12	[1]	lemma	_	/	
0085-001	337	1	τίς	postag	p-s---cn-	p-s---mn-	
0085-001	337	2	δ’	postag	d--------	g--------	
0085-001	337	3	ἂν	postag	d--------	g--------	
0085-001	337	7	κεκτημένους	lemma	κτάομαι	κτέομαι	
0085-001	338	2	μὲν	postag	d--------	g--------	
0085-001	339	1	καὶ	postag	d--------	c--------	
0085-001	339	1	καὶ	relation	AuxY	COORD	
0085-001	339	1	καὶ	head	7	0	
0085-001	339	3	γ’	postag	d--------	g--------	
0085-001	339	7	[0]	lemma	_	/	
0085-001	339	7	[0]	relation	PRED	PRED_CO	
0085-001	339	7	[0]	head	0	1	
0085-001	340	2	οὖν	postag	d--------	g--------	
0085-001	340	2	οὖν	relation	AuxY	AuxZ	
0085-001	340	4	ὑμᾶς	postag	p2p---ca-	p-p----a-	
0085-001	340	6	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-001		4	παισὶν	postag	n-p---cd-	n-p---md-	
0085-001	342	1	βαρέα	relation	OBJ	OBJ_AP	
0085-001	342	1	βαρέα	head	4	5	
0085-001	342	2	σύ	postag	p2s---cn-	p-s----n-	
0085-001	342	3	γ’	postag	d--------	g--------	
0085-001	342	4	εἶπας	lemma	λέγω	εἶπον	
0085-001	342	5	,	relation	AuxX	APOS	
0085-001	342	5	,	head	0	4	
0085-001	342	7	ἄρασθαι	relation	APOS	OBJ_AP	
0085-001	342	7	ἄρασθαι	head	1	5	
0085-001	343	4	γε	postag	d--------	g--------	
0085-001	344	2	γ’	postag	d--------	g--------	
0085-001	344	2	γ’	relation	AuxZ	AuxY	
0085-001	344	9	[0]	lemma	_	/	
0085-001	345	2	σὺ	postag	p2s---cn-	p-s----n-	
0085-001	345	2	σὺ	relation	SBJ	ExD	
0085-001	347	2	γε	postag	d--------	g--------	
0085-001	347	3	μέντοι	postag	d--------	g--------	
0085-001	347	8	[0]	lemma	_	/	
0085-001	348-349	1	παλαίχθονος	form	παλαίχθονος	Παλαίχθονος	
0085-001	348-349	2	τέκος	relation	ExD	ExD_AP	
0085-001	348-349	2	τέκος	head	4	8	
0085-001	348-349	3	,	relation	AuxX	AuxY	
0085-001	348-349	3	,	head	2	8	
0085-001	348-349	5	μου	postag	p1s---cg-	p-s---mg-	
0085-001	348-349	8	,	relation	AuxX	APOS	
0085-001	348-349	8	,	head	0	4	
0085-001	348-349	9	Πελασγῶν	lemma	Πελασγός	πελασγός	
0085-001	348-349	10	ἄναξ	relation	APOS	ExD_AP	
0085-001	348-349	10	ἄναξ	head	2	8	
0085-001	356	2	δ’	postag	d--------	g--------	
0085-001	356	5	τοῦτ’	postag	p-s---nn-	a-s---nn-	
0085-001	358	1	τῶν	postag	l-p---ng-	p-p---ng-	
0085-001	358	2	γὰρ	postag	d--------	g--------	
0085-001	359-360	1	ἴδοιτο	lemma	ὁράω	εἶδον	
0085-001	359-360	1	ἴδοιτο	postag	v3saom---	v3sao----	
0085-001	359-360	3	ἄνατον	relation	ADV	ATV	
0085-001	359-360	6	θέμις	form	θέμις	Θέμις	
0085-001	361	1	σὺ	postag	p2s---cn-	p-s---mn-	
0085-001	361	2	δὲ	postag	d--------	g--------	
0085-001	361	5	μάθε	postag	v2sama---	v3saia---	
0085-001	362-363	4	οὖνπερ	postag	d--------	g--------	
0085-001	362-363	4	οὖνπερ	relation	AuxY	UNDEFINED	
0085-001	362-363	8	[0]	lemma	_	/	
0085-001	364	7	[0]	lemma	_	/	
0085-001	365-366	2	κάθησθε	postag	v2ppie---	v2ppia---	
0085-001	365-366	4	ἐφέστιοι	relation	ADV	AtvV	
0085-001	366-367	3	δ’	postag	b--------	g--------	
0085-001	368-369	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-001	368-369	2	δ’	postag	d--------	g--------	
0085-001	368-369	3	ἂν	postag	d--------	g--------	
0085-001	368-369	10	δὲ	postag	b--------	g--------	
0085-001	370	1	σύ	postag	p2s---cn-	p-s----n-	
0085-001	370	2	τοι	postag	d--------	g--------	
0085-001	370	5	σὺ	postag	p2s---cn-	p-s----n-	
0085-001	370	6	δὲ	postag	b--------	g--------	
0085-001	370	10	[0]	lemma	_	/	
0085-001	370	11	[1]	lemma	_	/	
0085-001	371-375	8	ἑστίαν	lemma	ἑστία	ἕστιος	
0085-001	371-375	8	ἑστίαν	postag	n-s---fa-	a-s---fa-	
0085-001	371-375	13	σέθεν	postag	p2s---cg-	p-s----g-	
0085-001	371-375	16	δ’	postag	b--------	g--------	
0085-001	376-377	2	μὲν	postag	d--------	g--------	
0085-001	376-377	8	ὑμῖν	postag	p2p---cd-	p-p----d-	
0085-001	376-377	9	δ’	postag	b--------	g--------	
0085-001	378	1	οὐ	postag	d--------	g--------	
0085-001	378	2	δ’	postag	d--------	g--------	
0085-001	378	3	αὖ	relation	ADV	AuxZ	
0085-001	378	3	αὖ	head	11	2	
0085-001	378	4	τόδ’	relation	SBJ	SBJ_AP	
0085-001	378	4	τόδ’	head	11	6	
0085-001	378	6	,	relation	AuxX	APOS	
0085-001	378	6	,	head	0	11	
0085-001	378	8	ἀτιμάσαι	relation	APOS	SBJ_AP	
0085-001	378	8	ἀτιμάσαι	head	4	6	
0085-001	378	11	[0]	lemma	_	/	
0085-001	379-380	1	ἀμηχανῶ	head	13	3	
0085-001	379-380	2	δὲ	postag	d--------	g--------	
0085-001	379-380	2	δὲ	head	13	3	
0085-001	379-380	3	καὶ	postag	b--------	c--------	
0085-001	379-380	3	καὶ	relation	AuxY	COORD	
0085-001	379-380	3	καὶ	head	13	0	
0085-001	379-380	5	μ’	postag	p1s---ca-	p-s---ma-	
0085-001	379-380	6	ἔχει	head	13	3	
0085-001	379-380	7	φρένας	postag	n-p---fa-	n-p---ma-	
0085-001	379-380	9	τε	postag	b--------	g--------	
0085-001	379-380	10	μὴ	postag	d--------	c--------	
0085-001	379-380	12	τε	postag	b--------	g--------	
0085-001	379-380	13	καὶ	postag	b--------	c--------	
0085-001	379-380	13	καὶ	head	0	3	
0085-001	381-384	3	σκοπὸν	relation	OBJ	OBJ_AP	
0085-001	381-384	3	σκοπὸν	head	4	5	
0085-001	381-384	5	,	relation	AuxX	APOS	
0085-001	381-384	5	,	head	0	4	
0085-001	381-384	6	φύλακα	relation	APOS	OBJ_AP	
0085-001	381-384	6	φύλακα	head	3	5	
0085-001	381-384	11	τοῖς	postag	l-p---md-	p-p---md-	
0085-001	381-384	13	προσήμενοι	postag	v-prpemn-	---------	
0085-001	385-386	2	τοι	postag	d--------	g--------	
0085-001	387-389	2	τοι	postag	d--------	g--------	
0085-001	387-389	4	παῖδες	postag	n-p---cn-	n-p---mn-	
0085-001	387-389	5	Αἰγύπτου	postag	n-s---fg-	n-s---mg-	
0085-001	387-389	6	σέθεν	postag	p2s---cg-	p-s----g-	
0085-001	387-389	11	ἐγγύτατα	postag	d-------s	d--------	
0085-001	387-389	15	τίς	postag	p-s---cn-	p-s---mn-	
0085-001	387-389	16	ἂν	postag	d--------	g--------	
0085-001	390-391	1	δεῖ	lemma	δέω	δεῖ	
0085-001	390-391	2	τοί	postag	d--------	g--------	
0085-001	390-391	3	σε	postag	p2s---ca-	p-s----a-	
0085-001	390-391	14	οὐδὲν	postag	p-s---na-	a-s---na-	
0085-001	390-391	16	σοῦ	postag	p2s---cg-	p-s----g-	
0085-001	392-393	1	μή	postag	d--------	c--------	
0085-001	392-393	2	τί	relation	ADV	AuxZ	
0085-001	392-393	2	τί	head	5	1	
0085-001	392-393	3	ποτ’	postag	d--------	g--------	
0085-001	392-393	3	ποτ’	relation	ADV	AuxZ	
0085-001	392-393	3	ποτ’	head	5	1	
0085-001	392-393	4	οὖν	postag	d--------	g--------	
0085-001	392-393	4	οὖν	relation	AuxY	AuxZ	
0085-001	392-393	4	οὖν	head	5	1	
0085-001	392-393	8	ἀρσένων	postag	a-p---mg-	n-p---mg-	
0085-001	393-395	2	δέ	postag	d--------	g--------	
0085-001	393-395	3	τοι	postag	d--------	g--------	
0085-001	395-396	2	δ’	postag	d--------	g--------	
0085-001	397	6	[0]	lemma	_	/	
0085-001	397	1	μή	postag	d--------	c--------	
0085-001	397	2	μ’	postag	p1s---ca-	p-s---ma-	
0085-001	398-401	1	εἶπον	lemma	λέγω	εἶπον	
0085-001	398-401	1	εἶπον	relation	ExD	PRED_PA	
0085-001	398-401	2	δὲ	postag	d--------	g--------	
0085-001	398-401	3	καὶ	postag	d--------	c--------	
0085-001	398-401	11	ἄν	postag	d--------	g--------	
0085-001	398-401	13	οὐ	postag	d--------	g--------	
0085-001	398-401	14	δέ	postag	b--------	g--------	
0085-001	398-401	14	δέ	relation	AuxY	AuxZ	
0085-001	398-401	15	περ	lemma	περ	πέρ	
0085-001	398-401	15	περ	postag	d--------	g--------	
0085-001	398-401	19	καί	postag	d--------	c--------	
0085-001	398-401	20	ποτε	postag	d--------	g--------	
0085-001	398-401	20	ποτε	relation	ADV	AuxZ	
0085-001	398-401	21	εἴπῃ	lemma	λέγω	εἶπον	
0085-001	398-401	25	πού	lemma	που	πού	
0085-001	398-401	27	μὴ	postag	d--------	c--------	
0085-001	402-404	11	μὲν	postag	d--------	g--------	
0085-001	402-404	15	δ’	postag	b--------	g--------	
0085-001	402-404	18	[0]	lemma	_	/	
0085-001	407-416	1	δεῖ	lemma	δέω	δεῖ	
0085-001	407-416	2	τοι	postag	d--------	g--------	
0085-001	407-416	4	φροντίδος	relation	OBJ	OBJ_AP	
0085-001	407-416	4	φροντίδος	head	1	6	
0085-001	407-416	6	,	relation	AuxX	APOS	
0085-001	407-416	6	,	head	0	1	
0085-001	407-416	12	μολεῖν	relation	APOS	OBJ_AP	
0085-001	407-416	12	μολεῖν	head	4	6	
0085-001	407-416	16	μη	postag	d--------	g--------	
0085-001	407-416	17	δ’	postag	b--------	g--------	
0085-001	407-416	22	ἄνατα	relation	ADV	ATV	
0085-001	407-416	23	ταῦτα	postag	p-p---nn-	a-p---nn-	
0085-001	407-416	24	πρῶτα	relation	ADV	AuxY	
0085-001	407-416	25	μὲν	postag	d--------	g--------	
0085-001	407-416	28	αὐτοῖσί	postag	p-p---md-	a-p---md-	
0085-001	407-416	29	θ’	postag	b--------	g--------	
0085-001	407-416	30	ἡμῖν	postag	p1p---cd-	p-p---md-	
0085-001	407-416	34	καὶ	postag	b--------	c--------	
0085-001	407-416	35	μήτε	postag	b--------	g--------	
0085-001	407-416	39	μήτ’	lemma	μήτε	μήτις	
0085-001	407-416	39	μήτ’	postag	b--------	a-s----a-	
0085-001	407-416	46	ὑμᾶς	postag	p2p---ca-	p-p----a-	
0085-001	407-416	49	θεὸν	relation	OBJ	OBJ_AP	
0085-001	407-416	49	θεὸν	head	52	64	
0085-001	407-416	53	ἀλάστορα	relation	APOS	OBJ_AP	
0085-001	407-416	53	ἀλάστορα	head	49	64	
0085-001	407-416	56	οὐ	postag	d--------	g--------	
0085-001	407-416	57	δ’	postag	b--------	g--------	
0085-001	407-416	57	δ’	relation	AuxY	AuxZ	
0085-001	407-416	59	ἅιδου	form	ἅιδου	Ἅιδου	
0085-001	407-416	59	ἅιδου	lemma	ᾍδης	῞ᾅδης	
0085-001	407-416	61	θανόντ’	lemma	θνῄσκω	θνήσκω	
0085-001	407-416	62	ἐλευθεροῖ	relation	APOS	ATR_AP	
0085-001	407-416	62	ἐλευθεροῖ	head	49	64	
0085-001	417	4	δεῖν	lemma	δέω	δεῖ	
0085-001	417	4	δεῖν	relation	OBJ	SBJ	
0085-001	418-420	2	καὶ	postag	b--------	c--------	
0085-001	420-422	3	μὴ	postag	d--------	c--------	
0085-001	420-422	3	μὴ	relation	AuxZ	AuxY	
0085-001	420-422	6	τὰν	head	10	4	
0085-001	420-422	10	ὀρμέναν	relation	ATR	UNDEFINED	
0085-001	420-422	10	ὀρμέναν	head	2	0	
0085-001	426-427	2	δ’	postag	d--------	g--------	
0085-001	426-427	5	καὶ	postag	b--------	c--------	
0085-001	426-427	6	φύλαξαι	lemma	φυλάσσω	φυλάζω	
0085-001	428-432	1	μή	postag	d--------	c--------	
0085-001	428-432	2	τι	relation	ADV	AuxZ	
0085-001	428-432	2	τι	head	3	1	
0085-001	428-432	11	ἀγομέναν	relation	ADV	ATV	
0085-001	428-432	17	τ’	postag	b--------	g--------	
